ID_Usuario,DNI_Usuario,Edad,Género,Ubicación,Tipo_Viajero,ID_Reserva,Fecha_Reserva,Fecha_Viaje,Antelacion_Reserva,Duracion_Viaje,Numero_Personas,Tipo_Paquete,Costo_Total,Metodo_Pago,Destino,Tipo_Alojamiento,Clase_Vuelo,Actividades_Reservadas,Numero_Noches_Estancia,Promocion_Aplicada,Fuente_Reserva,Estado_Reserva,Mes_Reserva,Mes_Viaje,Estacionalidad,Cancelacion_Reserva,Calificacion_Usuario,Comentarios
U0304,73441427N,26,Other,Australia,Negocios,R00304,2024|04|21 00:00:00,2024|11|12 00:00:00,87,3,4,Vuelo + Hotel + Tour,1141.87,PayPal,Rome,Hotel,Económica,City tour,1,False,Agente de viajes,Cancelada,7,7,Temporada baja,True,1,Problemas con la reserva
U0305,13893363Y,29,Male,Mexico,Turista,R00305,2024|03|01 00:00:00,2024|09|10 00:00:00,29,14,3,Vuelo + Hotel,254.06,Transferencia bancaria,Barcelona,Resort,Económica,,3,False,Sitio web,Confirmada,6,7,Temporada alta,False,5,Excelente viaje
U0306,25744309H,50,Female,USA,Tusirta,R00306,2024|08|26 00:00:00,2024|10|05 00:00:00,61,7,3,Vuelo + Hotel,959.64,PayPal,Cancun,Airbnb,Económica,,3,True,Agente de viajes,Pendiente,10,3,Temporada baja,True,2,Todo bien
U0307,92729859T,49,Female,USA,Turista,R00307,2024|03|09 00:00:00,2024|10|15 00:00:00,172,6,3,Solo vuelo,503.8,Tarjeta de crédito,Paris,,Económica,,5,True,App móvil,Cancelada,2,10,Temporada baja,True,1,Problemas con la reserva
U0308,49610823F,21,Other,India,Tusirta,R00308,2024|04|28 00:00:00,2024|05|14 00:00:00,249,12,4,Vuelo + Hotel,591.42,PayPal,Tokyo,Hotel,Primera clase,,7,True,App móvil,Cancelada,5,4,Temporada alta,True,1,Problemas con la reserva
U0309,97429194K,53,Other,Germany,Turista,R00309,2024|06|12 00:00:00,2024|11|16 00:00:00,54,9,4,Solo vuelo,212.88,PayPal,Cancun,,Ejecutiva,,3,False,App móvil,Confirmada,7,8,Temporada baja,False,4,Todo bien
U0310,62270720Z,49,Other,India,Negocios,R00310,2024|06|22 00:00:00,2024|07|30 00:00:00,361,3,4,Solo vuelo,873.29,Tarjeta de crédito,Cancun,,Ejecutiva,,3,True,App móvil,Pendiente,1,12,Temporada baja,False,4,Todo bien
U0311,20480736H,47,Other,UK,Turista,R00311,2024|03|15 00:00:00,2024|12|23 00:00:00,199,1,3,Vuelo + Hotel,1131.4,Tarjeta de crédito,Tokyo,Resort,Económica,,8,True,Sitio web,Cancelada,8,6,Temporada baja,True,1,Problemas con la reserva
U0312,91817922J,57,Other,USA,Negocios,R00312,2024|07|18 00:00:00,2024|12|03 00:00:00,155,10,1,Vuelo + Hotel + Tour,1366.22,Transferencia bancaria,New York,Airbnb,Ejecutiva,,5,False,App móvil,Pendiente,12,7,Temporada baja,False,5,Recomendado
U0313,87622144X,46,Other,Australia,Turista,R00313,2024|02|24 00:00:00,2024|11|08 00:00:00,72,8,3,Solo vuelo,964.25,PayPal,Paris,,Económica,,9,False,Agente de viajes,Cancelada,6,11,Temporada baja,False,4,Recomendado
U0314,42660263R,36,Male,Mexico,Turista,R00314,2024|02|27 00:00:00,2024|12|14 00:00:00,94,11,1,Vuelo + Hotel + Tour,945.47,Tarjeta de crédito,Barcelona,Airbnb,Primera clase,,1,False,Agente de viajes,Confirmada,2,8,Temporada baja,False,5,Todo bien
U0315,58269450P,60,Other,Mexico,Negocios,R00315,2024|06|26 00:00:00,2024|12|27 00:00:00,324,13,1,Solo vuelo,1697.08,Tarjeta de crédito,New York,,Económica,,6,True,Agente de viajes,Cancelada,5,10,Temporada alta,True,5,Recomendado
U0316,29717439J,48,Male,UK,Tusirta,R00316,2024|03|22 00:00:00,2024|03|24 00:00:00,269,4,1,Solo vuelo,222.32,Transferencia bancaria,Rome,,Económica,,3,False,Sitio web,Confirmada,8,1,Temporada alta,True,3,Problemas con la reserva
U0317,31300616P,47,Other,Australia,Tusirta,R00317,2024|03|13 00:00:00,2024|04|04 00:00:00,87,10,2,Solo vuelo,1775.72,PayPal,Rome,,Económica,,7,True,App móvil,Cancelada,11,6,Temporada alta,True,4,Recomendado
U0318,53424467K,29,Other,Australia,Tusirta,R00318,2024|01|10 00:00:00,2024|11|16 00:00:00,212,7,3,Solo vuelo,878.8,Tarjeta de crédito,Tokyo,,Primera clase,,6,False,App móvil,Pendiente,8,1,Temporada alta,False,2,Todo bien
U0319,79367907J,54,Other,Germany,Negocios,R00319,2024|01|13 00:00:00,2024|04|05 00:00:00,281,1,4,Vuelo + Hotel + Tour,1877.32,Transferencia bancaria,Paris,Airbnb,Ejecutiva,Tour en bus,8,True,App móvil,Pendiente,5,5,Temporada baja,True,5,Recomendado
U0320,75878373Q,51,Female,India,Turista,R00320,2024|03|30 00:00:00,2024|05|08 00:00:00,290,3,3,Vuelo + Hotel,1880.2,PayPal,New York,Hotel,Ejecutiva,,9,True,App móvil,Cancelada,7,9,Temporada baja,True,2,Problemas con la reserva
U0321,14110026D,53,Male,UK,Tusirta,R00321,2024|03|12 00:00:00,2024|07|08 00:00:00,16,3,1,Vuelo + Hotel,837.95,Transferencia bancaria,Cancun,Hotel,Primera clase,,1,False,App móvil,Cancelada,10,8,Temporada baja,False,1,Problemas con la reserva
U0322,30591725T,63,Male,Mexico,Tusirta,R00322,2024|06|05 00:00:00,2024|07|27 00:00:00,117,6,3,Vuelo + Hotel + Tour,1881.26,Tarjeta de crédito,London,Resort,Económica,Tour en bus,4,False,Agente de viajes,Confirmada,4,9,Temporada alta,False,1,Problemas con la reserva
U0323,32049264Y,30,Male,UK,Negocios,R00323,2024|10|09 00:00:00,2024|10|20 00:00:00,191,5,1,Vuelo + Hotel + Tour,261.6,Transferencia bancaria,Paris,Resort,Económica,Excursión en bote,4,False,App móvil,Pendiente,7,6,Temporada alta,False,1,Problemas con la reserva
U0324,68183118D,45,Female,Spain,Turista,R00324,2024|02|29 00:00:00,2024|06|18 00:00:00,105,6,1,Vuelo + Hotel + Tour,1070.46,Tarjeta de crédito,Paris,Resort,Económica,Excursión en bote,2,False,App móvil,Cancelada,8,11,Temporada baja,True,5,Todo bien
U0325,51473445C,62,Female,Australia,Turista,R00325,2024|03|26 00:00:00,2024|08|13 00:00:00,283,12,4,Vuelo + Hotel + Tour,404.19,Tarjeta de crédito,Paris,Airbnb,Económica,Excursión en bote,6,False,Sitio web,Cancelada,10,3,Temporada baja,True,2,No me gustó el servicio
U0326,23292789E,63,Other,Australia,Tusirta,R00326,2024|04|13 00:00:00,2024|11|04 00:00:00,104,3,2,Solo vuelo,422.75,PayPal,New York,,Ejecutiva,,1,True,App móvil,Cancelada,6,7,Temporada alta,False,1,Problemas con la reserva
U0327,73000663C,38,Female,India,Turista,R00327,2024|07|26 00:00:00,2024|08|22 00:00:00,43,8,2,Vuelo + Hotel + Tour,1716.83,Transferencia bancaria,Barcelona,Airbnb,Ejecutiva,Tour en bus,5,True,Agente de viajes,Pendiente,12,6,Temporada baja,False,4,Recomendado
U0328,18237422D,32,Female,USA,Turista,R00328,2024|01|03 00:00:00,2024|08|20 00:00:00,171,3,4,Vuelo + Hotel,1629.87,Tarjeta de crédito,New York,Hotel,Económica,,2,True,Sitio web,Pendiente,11,7,Temporada baja,False,3,Todo bien
U0329,84769811E,57,Other,UK,Negocios,R00329,2024|03|24 00:00:00,2024|04|19 00:00:00,123,10,2,Solo vuelo,1776.1,Transferencia bancaria,Tokyo,,Económica,,2,False,Agente de viajes,Confirmada,7,7,Temporada alta,True,3,No me gustó el servicio
U0330,67232706A,38,Female,Spain,Negocios,R00330,2024|02|12 00:00:00,2024|04|19 00:00:00,194,3,2,Vuelo + Hotel + Tour,750.57,PayPal,Rome,Airbnb,Ejecutiva,,1,False,Sitio web,Pendiente,5,8,Temporada baja,True,4,Excelente viaje
U0331,83871093Y,35,Male,Mexico,Turista,R00331,2024|02|03 00:00:00,2024|10|01 00:00:00,47,3,4,Vuelo + Hotel + Tour,419.9,Transferencia bancaria,New York,Resort,Económica,City tour,4,False,Sitio web,Cancelada,9,9,Temporada alta,True,5,Recomendado
U0332,38390325J,46,Female,Australia,Turista,R00332,2024|09|20 00:00:00,2024|10|09 00:00:00,234,13,1,Solo vuelo,1577.12,PayPal,Tokyo,,Ejecutiva,,5,False,Sitio web,Pendiente,6,9,Temporada baja,False,5,Todo bien
U0333,74785806H,18,Male,Spain,Negocios,R00333,2024|02|23 00:00:00,2024|12|25 00:00:00,240,3,4,Vuelo + Hotel + Tour,856.86,Transferencia bancaria,New York,Hotel,Primera clase,Excursión en bote,7,False,App móvil,Cancelada,7,9,Temporada baja,True,3,Todo bien
U0334,48700868R,32,Other,Mexico,Tusirta,R00334,2024|10|14 00:00:00,2024|12|14 00:00:00,9,14,2,Solo vuelo,511.17,Tarjeta de crédito,Barcelona,,Primera clase,,8,True,App móvil,Cancelada,6,6,Temporada alta,True,3,Problemas con la reserva
U0335,74690572G,27,Other,Germany,Tusirta,R00335,2024|12|10 00:00:00,2024|12|30 00:00:00,63,9,2,Solo vuelo,492.93,Transferencia bancaria,London,,Primera clase,,6,False,App móvil,Pendiente,3,11,Temporada alta,False,2,Problemas con la reserva
U0336,53596775J,24,Female,USA,Turista,R00336,2024|08|10 00:00:00,2024|10|13 00:00:00,267,14,4,Vuelo + Hotel + Tour,537.93,PayPal,Rome,Airbnb,Económica,City tour,2,False,App móvil,Cancelada,10,3,Temporada baja,False,2,Todo bien
U0337,91148817R,27,Male,Mexico,Tusirta,R00337,2024|03|23 00:00:00,2024|06|21 00:00:00,96,10,4,Vuelo + Hotel,1548.11,Transferencia bancaria,Barcelona,Hotel,Económica,,3,True,Sitio web,Cancelada,7,1,Temporada alta,False,4,Problemas con la reserva
U0338,67917881P,40,Other,Mexico,Turista,R00338,2024|02|21 00:00:00,2024|03|11 00:00:00,101,6,3,Vuelo + Hotel + Tour,1130.2,Transferencia bancaria,New York,Airbnb,Primera clase,Tour en bus,3,False,App móvil,Confirmada,4,2,Temporada alta,True,3,Todo bien
U0339,54722473E,41,Female,Australia,Tusirta,R00339,2024|08|04 00:00:00,2024|11|09 00:00:00,124,14,4,Solo vuelo,1952.58,Tarjeta de crédito,Cancun,,Económica,,7,True,Agente de viajes,Confirmada,1,2,Temporada baja,False,3,Excelente viaje
U0340,54293934L,24,Other,USA,Tusirta,R00340,2024|07|16 00:00:00,2024|09|19 00:00:00,304,13,4,Vuelo + Hotel + Tour,1453.46,Tarjeta de crédito,New York,Hotel,Primera clase,,7,True,Agente de viajes,Pendiente,4,3,Temporada baja,False,4,Recomendado
U0341,22948878F,62,Other,India,Negocios,R00341,2024|04|05 00:00:00,2024|05|01 00:00:00,291,7,3,Vuelo + Hotel + Tour,1447.17,Transferencia bancaria,Tokyo,Hotel,Primera clase,,8,False,App móvil,Cancelada,11,6,Temporada baja,True,2,No me gustó el servicio
U0342,20500664M,48,Male,USA,Negocios,R00342,2024|01|19 00:00:00,2024|05|16 00:00:00,314,8,3,Vuelo + Hotel + Tour,887.51,Transferencia bancaria,New York,Hotel,Económica,City tour,3,False,Agente de viajes,Cancelada,6,9,Temporada baja,True,1,Problemas con la reserva
U0343,49296538V,60,Female,UK,Turista,R00343,2024|02|06 00:00:00,2024|03|21 00:00:00,48,3,2,Solo vuelo,788.95,Tarjeta de crédito,London,,Económica,,2,False,Agente de viajes,Cancelada,5,8,Temporada baja,True,4,
U0344,75112736A,48,Male,UK,Negocios,R00344,2024|06|28 00:00:00,2024|07|09 00:00:00,320,7,1,Vuelo + Hotel + Tour,503.56,Transferencia bancaria,Tokyo,Hotel,Económica,,3,False,Sitio web,Pendiente,5,3,Temporada baja,False,2,No me gustó el servicio
U0345,54647176G,31,Male,Australia,Negocios,R00345,2024|02|14 00:00:00,2024|07|05 00:00:00,209,7,2,Solo vuelo,1382.34,PayPal,New York,,Primera clase,,2,True,Agente de viajes,Confirmada,4,7,Temporada baja,True,2,Problemas con la reserva
U0346,66230416F,37,Male,Spain,Turista,R00346,2024|04|27 00:00:00,2024|06|26 00:00:00,107,11,4,Vuelo + Hotel + Tour,1920.32,Tarjeta de crédito,Cancun,Airbnb,Ejecutiva,Tour en bus,2,True,App móvil,Cancelada,3,9,Temporada baja,False,4,Recomendado
U0347,16737099E,39,Female,Spain,Turista,R00347,2024|01|29 00:00:00,2024|11|26 00:00:00,100,9,1,Vuelo + Hotel,1730.56,Tarjeta de crédito,Cancun,Resort,Económica,,6,True,Agente de viajes,Confirmada,11,3,Temporada baja,False,2,No me gustó el servicio
U0348,44423591B,56,Female,Mexico,Turista,R00348,2024|08|02 00:00:00,2024|08|23 00:00:00,3,4,2,Vuelo + Hotel,595.12,PayPal,Tokyo,Airbnb,Económica,,9,True,Agente de viajes,Cancelada,9,2,Temporada alta,True,2,Problemas con la reserva
U0349,38441311P,33,Female,Spain,Turista,R00349,2024|03|21 00:00:00,2024|09|02 00:00:00,336,14,4,Solo vuelo,1239.67,Tarjeta de crédito,New York,,Económica,,1,False,Agente de viajes,Cancelada,2,10,Temporada baja,False,4,Recomendado
U0350,45546668K,60,Other,Mexico,Turista,R00350,2024|01|03 00:00:00,2024|11|24 00:00:00,154,1,1,Solo vuelo,580.1,Transferencia bancaria,Cancun,,Primera clase,,8,False,Sitio web,Cancelada,4,3,Temporada alta,True,3,Problemas con la reserva
U0351,71813571G,20,Female,India,Turista,R00351,2024|12|26 00:00:00,2024|12|29 00:00:00,313,4,4,Vuelo + Hotel + Tour,1239.23,Transferencia bancaria,Rome,Hotel,Ejecutiva,,8,False,Agente de viajes,Pendiente,12,4,Temporada baja,False,4,Excelente viaje
U0352,41664983T,20,Other,India,Negocios,R00352,2024|06|10 00:00:00,2024|06|15 00:00:00,278,12,1,Vuelo + Hotel + Tour,949.17,PayPal,Rome,Airbnb,Primera clase,,3,False,Sitio web,Cancelada,6,6,Temporada alta,True,2,
U0353,43274864L,44,Male,Mexico,Turista,R00353,2024|10|19 00:00:00,2024|11|20 00:00:00,195,7,2,Solo vuelo,797.67,Transferencia bancaria,New York,,Primera clase,,7,True,Agente de viajes,Pendiente,3,2,Temporada alta,False,4,Recomendado
U0354,17029247R,38,Female,USA,Turista,R00354,2024|02|26 00:00:00,2024|08|04 00:00:00,62,10,1,Vuelo + Hotel,1341.86,Tarjeta de crédito,Paris,Airbnb,Económica,,4,True,App móvil,Confirmada,12,2,Temporada alta,False,3,Excelente viaje
U0355,71311438F,34,Other,UK,Tusirta,R00355,2024|02|18 00:00:00,2024|11|29 00:00:00,48,12,4,Solo vuelo,1003.4,Transferencia bancaria,London,,Ejecutiva,,4,False,Sitio web,Pendiente,6,12,Temporada baja,False,4,Todo bien
U0356,11191212X,52,Male,Spain,Negocios,R00356,2024|04|18 00:00:00,2024|10|13 00:00:00,333,5,1,Vuelo + Hotel + Tour,1507.37,Transferencia bancaria,New York,Airbnb,Primera clase,Tour en bus,4,False,Sitio web,Cancelada,8,11,Temporada alta,True,4,Recomendado
U0357,11643597P,18,Male,UK,Turista,R00357,2024|01|30 00:00:00,2024|09|16 00:00:00,235,3,3,Vuelo + Hotel,1700.89,Tarjeta de crédito,Paris,Airbnb,Ejecutiva,,8,True,Agente de viajes,Pendiente,5,2,Temporada alta,False,3,Recomendado
U0358,68906926F,61,Female,Mexico,Tusirta,R00358,2024|02|02 00:00:00,2024|10|27 00:00:00,289,10,2,Solo vuelo,270.23,PayPal,Rome,,Económica,,9,False,Sitio web,Cancelada,10,12,Temporada alta,False,4,Recomendado
U0359,98030241D,45,Female,India,Tusirta,R00359,2024|04|08 00:00:00,2024|06|10 00:00:00,247,3,4,Solo vuelo,1826.47,Tarjeta de crédito,Tokyo,,Ejecutiva,,6,False,Sitio web,Pendiente,9,4,Temporada alta,False,4,Todo bien
U0360,40725563S,55,Other,Spain,Negocios,R00360,2024|04|26 00:00:00,2024|08|28 00:00:00,162,14,2,Vuelo + Hotel,1175.56,Transferencia bancaria,Paris,Airbnb,Ejecutiva,,1,True,Agente de viajes,Pendiente,5,2,Temporada baja,False,4,Recomendado
U0361,63964266R,57,Male,India,Negocios,R00361,2024|02|29 00:00:00,2024|03|08 00:00:00,271,8,1,Vuelo + Hotel + Tour,949.64,Tarjeta de crédito,New York,Airbnb,Económica,,6,False,App móvil,Confirmada,9,7,Temporada baja,False,4,Recomendado
U0362,76572140B,49,Female,Germany,Turista,R00362,2024|03|12 00:00:00,2024|09|02 00:00:00,91,7,1,Solo vuelo,1462.09,PayPal,Paris,,Económica,,2,False,App móvil,Cancelada,5,9,Temporada baja,True,5,Todo bien
U0363,79707571J,42,Female,Australia,Turista,R00363,2024|02|21 00:00:00,2024|03|26 00:00:00,55,6,4,Vuelo + Hotel,1515.79,Tarjeta de crédito,Rome,Airbnb,Económica,,7,True,Sitio web,Pendiente,7,5,Temporada alta,True,4,Recomendado
U0364,25440012B,20,Male,Germany,Negocios,R00364,2024|07|10 00:00:00,2024|10|12 00:00:00,128,13,2,Vuelo + Hotel + Tour,669.69,Tarjeta de crédito,Paris,Airbnb,Ejecutiva,,5,True,Sitio web,Cancelada,5,2,Temporada baja,False,4,Recomendado
U0365,96201077N,39,Female,UK,Turista,R00365,2024|02|27 00:00:00,2024|08|23 00:00:00,226,8,4,Solo vuelo,301.98,Tarjeta de crédito,Cancun,,Ejecutiva,,2,True,App móvil,Pendiente,12,3,Temporada baja,True,1,Problemas con la reserva
U0366,99164972N,33,Male,India,Negocios,R00366,2024|12|19 00:00:00,2024|12|22 00:00:00,168,8,2,Vuelo + Hotel,708.56,PayPal,Rome,Airbnb,Primera clase,,8,True,App móvil,Cancelada,2,11,Temporada baja,True,4,Recomendado
U0367,91408764W,50,Other,USA,Tusirta,R00367,2024|02|09 00:00:00,2024|05|13 00:00:00,173,7,2,Vuelo + Hotel,831.99,PayPal,New York,Hotel,Económica,,9,True,Agente de viajes,Pendiente,9,5,Temporada alta,False,2,Problemas con la reserva
U0368,80795831M,59,Other,UK,Negocios,R00368,2024|08|11 00:00:00,2024|11|05 00:00:00,208,14,2,Vuelo + Hotel,1831.52,PayPal,Rome,Hotel,Económica,,2,True,Agente de viajes,Pendiente,12,7,Temporada baja,False,3,Todo bien
U0369,27099077V,41,Female,Mexico,Turista,R00369,2024|04|06 00:00:00,2024|07|31 00:00:00,1,9,4,Vuelo + Hotel + Tour,156.52,Transferencia bancaria,Tokyo,Hotel,Primera clase,City tour,2,False,Sitio web,Pendiente,2,5,Temporada alta,True,2,No me gustó el servicio
U0370,61397016B,49,Female,India,Turista,R00370,2024|11|05 00:00:00,2024|12|23 00:00:00,345,12,3,Vuelo + Hotel + Tour,1496.58,PayPal,Tokyo,Hotel,Ejecutiva,City tour,7,False,App móvil,Pendiente,10,11,Temporada baja,True,1,Problemas con la reserva
U0371,81030270M,33,Male,Spain,Turista,R00371,2024|02|24 00:00:00,2024|09|25 00:00:00,19,6,1,Vuelo + Hotel + Tour,841.17,Transferencia bancaria,Barcelona,Resort,Primera clase,Tour en bus,4,False,App móvil,Confirmada,3,2,Temporada alta,False,3,Excelente viaje
U0372,47716780Z,18,Other,USA,Turista,R00372,2024|01|24 00:00:00,2024|06|19 00:00:00,331,1,3,Vuelo + Hotel + Tour,881.04,Transferencia bancaria,Rome,Airbnb,Económica,Tour en bus,5,False,Sitio web,Cancelada,8,5,Temporada baja,True,3,
U0373,15720891T,53,Male,UK,Negocios,R00373,2024|03|31 00:00:00,2024|04|25 00:00:00,116,6,3,Solo vuelo,584.39,PayPal,Rome,,Primera clase,,6,False,Sitio web,Cancelada,5,4,Temporada baja,True,4,Recomendado
U0374,99586879F,59,Male,Australia,Tusirta,R00374,2024|05|21 00:00:00,2024|08|28 00:00:00,299,2,1,Solo vuelo,1487.69,PayPal,Barcelona,,Ejecutiva,,4,True,App móvil,Cancelada,2,1,Temporada alta,True,2,No me gustó el servicio
U0375,14362404P,27,Female,Mexico,Turista,R00375,2024|03|17 00:00:00,2024|07|02 00:00:00,287,3,1,Vuelo + Hotel + Tour,496.18,Transferencia bancaria,New York,Resort,Primera clase,,3,True,Agente de viajes,Confirmada,8,6,Temporada alta,True,4,Todo bien
U0376,90054024P,36,Female,Spain,Turista,R00376,2024|07|03 00:00:00,2024|07|11 00:00:00,288,2,4,Vuelo + Hotel,665.58,Transferencia bancaria,Cancun,Hotel,Económica,,3,True,App móvil,Pendiente,1,11,Temporada alta,True,3,Problemas con la reserva
U0377,91208904N,31,Other,Germany,Turista,R00377,2024|02|13 00:00:00,2024|11|25 00:00:00,66,5,4,Vuelo + Hotel + Tour,1920.91,PayPal,New York,Resort,Económica,Tour en bus,5,True,App móvil,Pendiente,4,5,Temporada baja,False,3,Problemas con la reserva
U0378,47586290A,59,Other,Australia,Turista,R00378,2024|02|10 00:00:00,2024|12|29 00:00:00,247,8,1,Vuelo + Hotel,1148.79,Transferencia bancaria,Rome,Resort,Económica,,7,True,App móvil,Pendiente,5,9,Temporada baja,False,2,Problemas con la reserva
U0379,90602745H,21,Male,Australia,Negocios,R00379,2024|06|09 00:00:00,2024|12|10 00:00:00,12,2,2,Solo vuelo,1082.87,Tarjeta de crédito,Barcelona,,Económica,,9,False,Agente de viajes,Pendiente,9,7,Temporada baja,True,1,Problemas con la reserva
U0380,53497177M,21,Male,Spain,Tusirta,R00380,2024|04|14 00:00:00,2024|12|13 00:00:00,242,11,1,Vuelo + Hotel + Tour,1346.82,Tarjeta de crédito,Tokyo,Resort,Ejecutiva,City tour,7,True,Agente de viajes,Cancelada,2,8,Temporada alta,True,5,Recomendado
U0381,54611660T,65,Female,Spain,Tusirta,R00381,2024|08|18 00:00:00,2024|08|24 00:00:00,191,8,4,Vuelo + Hotel + Tour,1620.51,Tarjeta de crédito,London,Resort,Primera clase,,8,False,Agente de viajes,Pendiente,7,11,Temporada baja,True,5,Recomendado
U0382,49307051L,22,Male,Spain,Negocios,R00382,2024|04|27 00:00:00,2024|07|20 00:00:00,143,7,1,Solo vuelo,1063.27,Transferencia bancaria,Cancun,,Primera clase,,6,True,Agente de viajes,Pendiente,2,8,Temporada baja,False,4,Excelente viaje
U0383,26904080Z,41,Male,UK,Negocios,R00383,2024|11|26 00:00:00,2024|12|19 00:00:00,256,14,4,Vuelo + Hotel + Tour,1500.98,PayPal,Paris,Resort,Económica,Tour en bus,5,True,App móvil,Pendiente,9,1,Temporada alta,False,5,Excelente viaje
U0384,27344412B,34,Female,Mexico,Turista,R00384,2024|04|27 00:00:00,2024|11|03 00:00:00,144,13,2,Solo vuelo,1487.05,Tarjeta de crédito,London,,Económica,,6,False,Sitio web,Cancelada,6,2,Temporada baja,True,1,
U0385,58483024G,49,Other,Mexico,Turista,R00385,2024|02|06 00:00:00,2024|02|24 00:00:00,7,8,1,Vuelo + Hotel,1263.55,Transferencia bancaria,Tokyo,Resort,Económica,,8,True,App móvil,Pendiente,5,9,Temporada baja,False,3,No me gustó el servicio
U0386,18573265Y,56,Male,Germany,Negocios,R00386,2024|02|06 00:00:00,2024|08|02 00:00:00,29,6,2,Vuelo + Hotel + Tour,1408.46,PayPal,Barcelona,Airbnb,Económica,Tour en bus,4,True,Sitio web,Confirmada,2,3,Temporada baja,False,2,Problemas con la reserva
U0387,12934531K,42,Other,Spain,Turista,R00387,2024|09|20 00:00:00,2024|12|29 00:00:00,91,8,4,Vuelo + Hotel + Tour,1280.48,PayPal,New York,Airbnb,Primera clase,Excursión en bote,1,True,App móvil,Cancelada,8,4,Temporada baja,False,4,Recomendado
U0388,63501172N,47,Male,Australia,Turista,R00388,2024|02|08 00:00:00,2024|12|18 00:00:00,28,13,3,Solo vuelo,1303.8,Transferencia bancaria,London,,Primera clase,,4,True,Agente de viajes,Confirmada,5,1,Temporada alta,True,2,Problemas con la reserva
U0389,84749673D,21,Female,UK,Tusirta,R00389,2024|03|15 00:00:00,2024|12|09 00:00:00,10,11,3,Vuelo + Hotel,1511.15,PayPal,Barcelona,Resort,Primera clase,,5,True,Sitio web,Cancelada,8,9,Temporada alta,False,5,Recomendado
U0390,49806394D,56,Male,Mexico,Tusirta,R00390,2024|07|09 00:00:00,2024|11|03 00:00:00,249,4,3,Vuelo + Hotel + Tour,404.0,Transferencia bancaria,London,Airbnb,Primera clase,Tour en bus,9,True,Sitio web,Pendiente,3,12,Temporada alta,False,2,No me gustó el servicio
U0391,46733035W,29,Female,Australia,Tusirta,R00391,2024|05|12 00:00:00,2024|09|21 00:00:00,193,12,3,Solo vuelo,823.36,PayPal,Paris,,Económica,,3,False,Sitio web,Pendiente,5,11,Temporada baja,False,4,Excelente viaje
U0392,77045463V,43,Female,USA,Turista,R00392,2024|03|30 00:00:00,2024|09|14 00:00:00,296,4,1,Vuelo + Hotel,1521.17,PayPal,New York,Resort,Económica,,7,False,App móvil,Cancelada,4,1,Temporada alta,False,1,
U0393,95168866H,23,Female,Spain,Tusirta,R00393,2024|02|17 00:00:00,2024|07|18 00:00:00,262,2,3,Vuelo + Hotel,1214.87,Tarjeta de crédito,London,Hotel,Económica,,2,True,Agente de viajes,Confirmada,9,4,Temporada alta,True,2,Todo bien
U0394,55675450V,20,Male,India,Negocios,R00394,2024|10|14 00:00:00,2024|11|24 00:00:00,190,9,2,Vuelo + Hotel,1624.4,Transferencia bancaria,Barcelona,Airbnb,Primera clase,,2,True,Agente de viajes,Pendiente,9,4,Temporada alta,False,5,Excelente viaje
